'a'bi'ke'tang 阿比可糖
'fu'jiao'dan'bai 副角蛋白
'fu'jiao'gan'shen'jing'su 副交感神经素
'fu'jiao'gan'shen'jing'xi'tong 副交感神经系统
'fu'jiao'gan'shen'jing'zu'zhi'yao 副交感神经阻滞药
'fu'jiao'min'gan'xing'chang'bing 麸胶敏感性肠病
'fu'jie 腹节
'fu'jie 跗节
'fu'jie'fu'pian 腹节腹片
'fu'jie'he 副结核
'fu'jie'he'gan'jun'su 副结核杆菌素
'fu'jing'mai 腹静脉
'fu'ju'san'hua'xu 复聚伞花序
'fu'jun 腹菌
'fu'jun'fu'dan'zi 腹菌腹担子
'fu'jun'lei'dan'zi 腹菌类担子
'fu'jun'shan'hu'zhuang'fa'yu'xing 腹菌珊瑚状发育型
'fu'jun'zao'bao'zu'zhi'ji'ban 腹菌造孢组织基板
'fu'ke'man'luan'suo 福克曼挛缩
'fu'ke'xue 妇科学
'fu'kong 腹孔
'fu'kong'tao'chong'bing 复孔绦虫病
'fu'kong'zhi 负控制
'fu'kou 复口
'fu'kou'huan 副口环
'fu'lan'ke'er'jiao'zhi'qi 弗兰克尔矫治器
'fu'lang'you'ti 浮浪幼体
'fu'lao'dan'bai 副酪蛋白
'fu'lao'dan'bai'gai 副酪蛋白钙
'fu'lei 腹肋
'fu'lei 辐肋
'fu'lei 浮肋
'fu'li'mi'du 浮力密度
'fu'li'mi'du'li'xin 浮力密度离心
'fu'li'ye'cha'shi'fen'xi 傅里叶差示分析
'fu'li'ye'he'cheng 傅里叶合成
'fu'lian 负链
'fu'lie 腹裂
'fu'lie'pian 副裂片
'fu'lin 腹鳞
'fu'lin'hui'shi'ying'en'wu'wu'jia'yang'tang'ji 氟磷灰石莹蒽芴芴甲氧羰基
'fu'lin'shi'ji 福林试剂
'fu'lin'suan'zhi'mei 辅磷酸酯酶
'fu'lin'xin 弗林辛
'fu'ling'ju'tang 茯苓聚糖
'fu'ling'tang 茯苓糖
'fu'liu'gan'bing'du 副流感病毒
'fu'long'jie 腹隆节
'fu'luan'qi 孵卵期
'fu'luan'suo 孵卵所
'fu'lun'you'chong 辐轮幼虫
'fu'luo'de'shi'xi'bao 弗罗德氏细胞
'fu'luo'li'xi 弗洛里西
'fu'luo'yin'de'zuo'ji 弗洛因德佐剂
'fu'ma'suan 富马酸
'fu'mao 跗毛
'fu'mao'gang 腹毛纲
'fu'mao'qu 复毛区
'fu'mei 辅酶
'fu'meng'fa'kong 复萌发孔
'fu'mi'ma'zi 副密码子
'fu'mian'dong 复面洞
'fu'mo'hou'jian'xi'yan 腹膜后间隙炎
'fu'mo'hou'lin'ba'jie'qie'chu'shu 腹膜后淋巴结切除术
'fu'mo'hou'lin'ba'nang'zhong 腹膜后淋巴囊肿
'fu'mo'hou'nong'zhong 腹膜后脓肿
'fu'mo'hou'qiang 腹膜后腔
'fu'mo'hou'shan 腹膜后疝
'fu'mo'hou'xian'wei'hua 腹膜后纤维化
'fu'mo'hou'zhu'qi'zao'ying 腹膜后注气造影
'fu'mo'jia'nian'ye'liu 腹膜假粘液瘤
'fu'mo'lei 腹膜肋
'fu'mo'nei'pang'guang'po'lie 腹膜内膀胱破裂
'fu'mo'wai'pang'guang'po'lie 腹膜外膀胱破裂
'fu'mo'yan 腹膜炎
'fu'mo'zhan'lian 腹膜粘连
'fu'mu'ji'xing 复拇畸形
'fu'nan'bing'se'tong 呋喃并色酮
'fu'nan'guo'tang 呋喃果糖
'fu'nan'guo'tang'gan 呋喃果糖苷
'fu'nan'guo'tang'gan'ji 呋喃果糖苷基
'fu'nan'guo'tang'gan'mei 呋喃果糖苷酶
'fu'nan'he'tang 呋喃核糖
'fu'nan'he'tang'he'gan 呋喃核糖核苷
'fu'nan'jia'an'ji'piao'ling 呋喃甲氨基嘌呤
'fu'nan'jia'ji'xian'piao'ling 呋喃甲基腺嘌呤
'fu'nan'mei'su 呋喃霉素
'fu'nan'pu'tao'tang 呋喃葡萄糖
'fu'nan'pu'xi'tang 呋喃葡烯糖
'fu'nan'quan'tang 呋喃醛糖
'fu'nan'tang 呋喃糖
'fu'nan'tang'gan 呋喃糖苷
'fu'nan'tong 呋喃酮
'fu'nan'tong'tang 呋喃酮糖
'fu'nan'xing'a'la'bo'tang'xian'piao'ling'he'gan 呋喃型阿拉伯糖腺嘌呤核苷
'fu'nan'xing'guo'ju'tang 呋喃型果聚糖
'fu'nan'xing'guo'tang 呋喃型果糖
'fu'nan'xing'pu'tao'tang 呋喃型葡萄糖
'fu'nang'ti 复囊体
'fu'nei'gu 腹内骨
'fu'nei'ji 腹内脊
'fu'nei'shan 腹内疝
'fu'nei'tu 腹内突
'fu'ni'ai'huai'ju 富尼埃坏疽
'fu'niang'mei 辅酿酶
'fu'niao'gan'san'lin'suan 氟尿苷三磷酸
'fu'niao'mi'ding 氟尿嘧啶
'fu'ning'ji 副凝集
'fu'ning'ji'su 副凝集素
'fu'ning'xue'zhi'huo'mei 辅凝血致活酶
'fu'nv'duo'mao'zheng 妇女多毛症
'fu'pai'ding'chun 氟哌啶醇
'fu'pai'li'duo 氟哌利多
'fu'pan'pei'yang 复盘培养
'fu'pei'ceng 副胚层
'fu'pei'nang 复胚囊
'fu'pi 副脾
'fu'pi'ceng 复皮层
'fu'pi'ke'jun'su 腐皮壳菌素
'fu'pi'ke'suan 腐皮壳酸
'fu'pi'zhi 氟皮质
'fu'pi'zhi'zai'chun 氟皮质甾醇
'fu'pian 腹片
'fu'pian'zhi'ti'yu'shang'zu'zhi 复胼胝体愈伤组织
'fu'ping'heng 复平衡
'fu'ping'mei'su 腐苹霉素
'fu'pu'tao'tang 氟葡萄糖
'fu'qi 附器
'fu'qi 浮器
'fu'qi'guan 腹器官
'fu'qi'nang 腹气囊
'fu'qi'shi'yin'zi 辅起始因子
'fu'qi'yu'zu 辐鳍鱼组
'fu'qian'hou'jing 腹前后径
'fu'qiang'chuan'ci 腹腔穿刺
'fu'qiang'cong 腹腔丛
'fu'qiang'fen'liu'shu 腹腔分流术
'fu'qiang'guan'xi 腹腔灌洗
'fu'qiang'ji'xue 腹腔积血
'fu'qiang'nong'zhong 腹腔脓肿
'fu'qiang'shen'jing'cong 腹腔神经丛
'fu'qiang'tuo'qing'pi'zhi'chun 氟羟脱氢皮质醇
'fu'qiao 腹鞘
'fu'qin'nian'ling'xiao'ying 父亲年龄效应
'fu'qing'dan'bai 副清蛋白
'fu'qing'ke'di'song 氟氢可的松
'fu'qiu'bao'zi'jun'bing 副球孢子菌病
'fu'qiu'dan'bai 副球蛋白
'fu'qu'xing 负趋性
'fu'ran 负染
'fu'ran 复染
'fu'ran'ji 复染剂
'fu'ran'se 负染色
'fu'ran'se 复染色
'fu'ran'se'ti 副染色体
'fu'ran'se'zhi 副染色质
'fu're'dai'yu'lin 副热带雨林
'fu'rong'qiu 副绒球
'fu'rou'zhong'du 腐肉中毒
'fu'ru'fang 副乳房
'fu'san'fang'hua'xu 复伞房花序
'fu'san'xing'hua'xu 复伞形花序
'fu'se'su 辅色素
'fu'shan 腹疝
'fu'shang'han 副伤寒
'fu'she'ce'liang'zhuang'zhi 辐射测量装置
'fu'she'du'liang'xue 辐射度量学
'fu'she'du'su 蝮蛇毒素
'fu'she'du'xing 辐射毒性
'fu'she'dui'chen 辐射对称
'fu'she'dui'chen'dong'wu 辐射对称动物
'fu'she'dui'chen'shi 辐射对称式
'fu'she'fa'guang 辐射发光
'fu'she'fang'hu'ji 辐射防护剂
'fu'she'fang'hu'ping 辐射防护屏
'fu'she'fang'hu'zhuang'zhi 辐射防护装置
'fu'she'fen'jie 辐射分解
'fu'she'gan'zao'qi 辐射干燥器
'fu'she'gu'zhen 辐射骨针
'fu'she'kang'xing 辐射抗性
'fu'she'mai 辐射脉
'fu'she'mie'jun 辐射灭菌
'fu'she'mie'jun'fa 辐射灭菌法
'fu'she'min'gan'xing 辐射敏感性
'fu'she'min'gan'zhong'xin 辐射敏感中心
'fu'she'min'hua'ji 辐射敏化剂
'fu'she'nai'shou'xing 辐射耐受性
'fu'she'qian'he'ti 辐射嵌合体
'fu'she're'liao'fa 辐射热疗法
'fu'she'sheng'wu'hua'xue 辐射生物化学
'fu'she'sun'shang 辐射损伤
'fu'she'tu'bian 辐射突变
'fu'she'wei'hai 辐射危害
'fu'she'xi'bao'xue 辐射细胞学
'fu'she'xi'shou'ji'liang 辐射吸收剂量
'fu'she'xi'shou'ji'liang'dan'wei 辐射吸收剂量单位
'fu'she'xiao'du 辐射消毒
'fu'she'ya'zhong 辐射亚种
'fu'she'yi'chuan'xue 辐射遗传学
'fu'she'ying'guang 辐射荧光
'fu'she'you'chong 辐射幼虫
'fu'she'you'dao'ji'bian 辐射诱导畸变
'fu'she'you'fa'zhi'si 辐射诱发致死
'fu'she'yu'zhong 辐射育种
'fu'she'zhen'cha 辐射侦察
'fu'shen'jing 副神经
'fu'shen'jing'jie'liu 副神经节瘤
'fu'shen'jing'lian 腹神经链
'fu'shen'jing'wen'he'shu 副神经吻合术
'fu'shen'jing'yuan 副神经元
'fu'sheng 腐生
'fu'sheng'bao'zi 附生孢子
'fu'sheng'dong'wu 腐生动物
'fu'sheng'jun 腐生菌
'fu'sheng'mu'zhi 附生拇指
'fu'sheng'sheng'wu 腐生生物
'fu'sheng'sheng'wu 附生生物
'fu'sheng'wu 腐生物
'fu'sheng'xian'xiang 腐生现象
'fu'sheng'xiao'qun'luo 附生小群落
'fu'sheng'ying'yang 腐生营养
'fu'sheng'zhi'qi 副生殖器
'fu'sheng'zhi'wu 腐生植物
'fu'sheng'zhi'wu 附生植物
'fu'sheng'zhi'wu'qun'luo 腐生植物群落
'fu'shi 腐食
'fu'shi 复视
'fu'shi 弗氏
'fu'shi'bu'wan'quan'zuo'ji 弗氏不完全佐剂
'fu'shi'fen 浮石粉
'fu'shi'hu'xi'yun'dong 腹式呼吸运动
'fu'shi'jun'su 弗氏菌素
'fu'shi'mei'su 弗氏霉素
'fu'shi'wan'quan'zuo'ji 弗氏完全佐剂
'fu'shi'xing'sheng'wu 腐食性生物
'fu'shi'xing'shi'guan'xia'zhai 腐蚀性食管狭窄
'fu'shi'yao 腐蚀药
'fu'shi'zhu'qi'guan 浮式贮气罐
'fu'shi'zuo'ji 弗氏佐剂
'fu'shu 负鼠
'fu'shu'dai 附属带
'fu'shu'fu'zhi'zhi 腐熟腐殖质
'fu'shu'gu'ge 附属骨骼
'fu'shu'si 附属丝
'fu'shui 腹水
'fu'shui'sheng'wu 浮水生物
'fu'si'man 福斯曼
'fu'si'man'ban'kang'yuan 福斯曼半抗原
'fu'si'man'kang'yuan 福斯曼抗原
'fu'si'man'tang'zhi 福斯曼糖脂
'fu'su'hou'zong'he'zheng 复苏后综合征
'fu'su'shu 复苏术
'fu'su'xue 复苏学
'fu'suan 辅酸
'fu'sui'zhuang'hua'xu 复穗状花序
'fu'suo'mei 辅羧酶
'fu'tang'yuan 副糖原
'fu'ti'su 伏替素
'fu'tiao'jie 负调节
'fu'tiao'jie'wu 负调节物
'fu'tiao'kong 负调控
'fu'tong'shi'zhuan'tou 浮桶式转头
'fu'tou'zhuang'he'mei 斧头状核酶
'fu'tou'zhuang'hua'xu 复头状花序
'fu'tuo'an'mei 辅脱氨酶
'fu'tuo'qing'mei 辅脱氢酶
'fu'tuo'suo'mei 辅脱羧酶
'fu'tuo'yang'niao'gan 氟脱氧尿苷
'fu'wa'zhuang 覆瓦状
'fu'wai'shan 腹外疝
'fu'wan 辐腕
'fu'wang'jian'mian 负网间面
'fu'wei'shu 复位术
'fu'wei'xi'bao 副卫细胞
'fu'wen 肤纹
'fu'wen'xue 肤纹学
'fu'wu'ji'sheng 腐物寄生
'fu'wu'ji'sheng'dong'wu 腐物寄生动物
'fu'wu'ji'sheng'wu 腐物寄生物
'fu'xi 复系
'fu'xi'bao'dong'wu 复细胞动物
'fu'xi'pan 腹吸盘
'fu'xi'pan 跗吸盘
'fu'xi'yi'chuan 父系遗传
'fu'xia'bu 腹下部
'fu'xian 腹线
'fu'xian 附腺
'fu'xian'mao'lun 腹纤毛轮
'fu'xiang 腹向
'fu'xiang'chao'luo'xuan 负向超螺旋
'fu'xiao'an'ding 氟硝安定
'fu'xiao'wo'xiao'ao 复小窝小凹
'fu'xiao'ying'wu 负效应物
'fu'xie 复榍
'fu'xie'tong'xing 负协同性
'fu'xing 辐性
'fu'xing 复性
'fu'xing'ji 赋形剂
'fu'xing'qi 负性期
'fu'xing'tang'niao 复性糖尿
'fu'xing'xian'xiang 复型现象
'fu'xing'xing'hui'zhuang'hong'ban 匐行性回状红斑
'fu'xing'xing'kui'yang 匐行性溃疡
'fu'xing'xing'xue'guan'liu 匐行性血管瘤
'fu'xing'yi'chuan 父性遗传
'fu'xing'zhen 匐行疹
'fu'xing'zheng 副性征
'fu'xing'zhi'huan 匐行置换
'fu'xiong'gan'fu'niao'mi'ding 氟胸苷氟尿嘧啶
'fu'xu'ye 负须叶
'fu'xuan'bing 肤癣病
'fu'xuan'ji 副旋脊
'fu'xue'you'bing 副血友病
'fu'ya 附芽
'fu'ya 副芽
'fu'ya'duan'mao 副亚端毛
'fu'ya'jie 跗亚节
'fu'ya'zheng 氟牙症
'fu'yan'bi'xiao'ying 负掩蔽效应
'fu'yan'de'gan'gan'shu 复眼的感杆束
'fu'yan'de'gan'guang'gan 复眼的感光杆
'fu'yan'lv 复演律
'fu'yang'hua'wu 氟氧化物
'fu'yao 辅药
'fu'ye 腹叶
'fu'ye 复叶
'fu'ye'se 腐叶色
'fu'yi'guan 副胰管
'fu'yi'hen 副缢痕
'fu'yi'suan'yan'zhi'gen 氟乙酸盐酯根
'fu'yi'xian'fu'mei 氟乙酰辅酶
'fu'yi'zhi'fen'xi'fa 复抑制分析法
'fu'yin'xie'bing 副银屑病
'fu'yin'zi 辅因子
'fu'ying 复瘿
'fu'you'dan'bao'zi 浮游担孢子
'fu'you'dong'wu 浮游动物
'fu'you'jia'qiao'dong'wu 浮游甲壳动物
'fu'you'mu 蜉蝣目
'fu'you'sheng'wu'ge'ti 浮游生物个体
'fu'you'sheng'wu'xiao'zhang 浮游生物消长
'fu'you'sheng'wu'xue 浮游生物学
'fu'you'sheng'xue 负优生学
'fu'you'wu 浮游物
'fu'you'zhi'wu 浮游植物
'fu'you'zhi'wu'ge'ti 浮游植物个体
'fu'you'zhi'wu'qun'luo 浮游植物群落
'fu'yu 覆羽
'fu'yu'qi 孵育期
'fu'yu'xi'bao 抚育细胞
'fu'yuan're 复原热
'fu'yuan'ying'yang 辅源营养
'fu'yun 复孕
'fu'za'bing'zhi 复杂并趾
'fu'za'bing'zhi 复杂并指
'fu'za'yi'wei 复杂易位
'fu'za'za'jiao 复杂杂交
'fu'zang 腑脏
'fu'zang'du'an 腐脏毒胺
'fu'zhan'bing'du 副粘病毒
'fu'zhan'dan'bai 副粘蛋白
'fu'zhang 跗掌
'fu'zhao 跗爪
'fu'zhi 腐质
'fu'zhi 附肢
'fu'zhi 副肢
'fu'zhi 副质
'fu'zhi 副枝
'fu'zhi'ai'ji 辅致癌剂
'fu'zhi'ai'wu 辅致癌物
'fu'zhi'ai'yin'su 辅致癌因素
'fu'zhi'bu'zu 复制不足
'fu'zhi'cha 复制叉
'fu'zhi'cuo'wu'tu'bian 复制错误突变
'fu'zhi'dai 复制带
'fu'zhi'fan'zhi 匐枝繁殖
'fu'zhi'fang'mei 辅脂肪酶
'fu'zhi'fu'you'sheng'wu 附肢浮游生物
'fu'zhi'gu 跗跖骨
'fu'zhi'hou'xiu'fu 复制后修复
'fu'zhi'hua 腐殖化
'fu'zhi'hua'zuo'yong 腐殖化作用
'fu'zhi'ji'fen'li 腹直肌分离
'fu'zhi'ji'qiao'xue'zhong 腹直肌鞘血肿
'fu'zhi'ji'yin 复制基因
'fu'zhi'jie 跗肢节
'fu'zhi'jie'duan 复制节段
'fu'zhi'mei 复制酶
'fu'zhi'qi'dian 复制起点
'fu'zhi'qi'shi'wei'dian 复制起始位点
'fu'zhi'qian 复制前
'fu'zhi'shi'pei'yang 复制式培养
'fu'zhi'tu 腐植土
'fu'zhi'wei'dian 复制位点
'fu'zhi'wu 复制物
'fu'zhi'wu'cha 复制误差
'fu'zhi'xing 复制型
'fu'zhi'xiu'fu 复制修复
'fu'zhi'xun'huan 复制循环
'fu'zhi'ya 匐枝芽
'fu'zhi'yin'zi 复制因子
'fu'zhi'yu 附指羽
'fu'zhi'zhi'zhao'ze'qun'luo 腐殖质沼泽群落
'fu'zhi'zhi'zhi'wu 腐殖质植物
'fu'zhi'zhi'zhi'wu'qun'luo 腐殖质植物群落
'fu'zhi'zi 复制子
'fu'zhong'ji'qi'ren 负重机器人
'fu'zhong'nao'shui'guan 副中脑水管
'fu'zhong'shen'guan 副中肾管
'fu'zhong'shen'guan'zong'he'zheng 副中肾管综合征
'fu'zhong'xian 腹中线
'fu'zhou'pi 复周皮
'fu'zhu 腹主
'fu'zhu'bing'du 辅助病毒
'fu'zhu'dan'bai 辅助蛋白
'fu'zhu'dan'bai'zhi 辅助蛋白质
'fu'zhu'dong'mai'liu 腹主动脉瘤
'fu'zhu'fan'ying 辅助反应
'fu'zhu'guang'zhao 辅助光照
'fu'zhu'he 辅助核
'fu'zhu'he'cheng'fan'ying 辅助合成反应
'fu'zhu'neng'liu 辅助能流
'fu'zhu'se'ban 辅助色板
'fu'zhu'se'su 辅助色素
'fu'zhu'shou'fen 辅助授粉
'fu'zhu'tong'qi 辅助通气
'fu'zhu'xi'bao 辅助细胞
'fu'zhu'xin'zang'yi'zhi 辅助心脏移植
'fu'zhu'xing'gan'yi'zhi 辅助性肝移植
'fu'zhu'xun'huan 辅助循环
'fu'zhu'zhi'li 辅助质粒
'fu'zhuan'an'mei 辅转氨酶
'fu'zhuang 复壮
'fu'zhuang'kou 辐状口
'fu'zhuang'qi'tiao 辐状鳍条
'fu'zhuang'xian'xiang 复壮现象
'fu'zhuo'bao 附着胞
'fu'zhuo'bao'zi 附着孢子
'fu'zhuo'bian'mao 附着鞭毛
'fu'zhuo'ceng 附着层
'fu'zhuo'gen 附着根
'fu'zhuo'he'tang'ti 附着核糖体
'fu'zhuo'mao'huan 附着毛环
'fu'zhuo'qi 附着器
'fu'zhuo'wei'dian 附着位点
'fu'zhuo'yin 附着龈
'fu'zhuo'zeng'jia 附着增加
'fu'zhuo'zhi 附着枝
'fu'zi'jian'bie 父子鉴别
'fu'zi'qun'ju 父子群聚
'fu'zong'zhuang'hua'xu 复总状花序
'fu'zu 腹足
'fu'zu'e'wu 辅阻遏物
'fu'zu'gang 腹足纲
'fu'zu'lei 腹足类
'fu'zu'zhi'du 腐组织毒
'gai'beng 钙泵
'gai'bo'pian 盖玻片
'gai'ce 概测
'gai'chuan'gan'dan'bai'zhi 钙传感蛋白质
'gai'dan'bai'mei 钙蛋白酶
'gai'dian'dan'bai 钙电蛋白
'gai'du'ji 盖度级
'gai'gan'guang'dan'bai 钙感光蛋白
'gai'ge'shi'ji'shu'qi 盖革氏计数器
'gai'ge'shi'li'zi'ji'shu 盖革氏离子计数
'gai'gu'ding 钙固定
'gai'guo'ji 盖果基
'gai'hua'bing 钙化病
'gai'hua'chun 钙化醇
'gai'hua'dai 钙化带
'gai'hua'ruan'gu 钙化软骨
'gai'hua'xing'ruan'gu'ying'yang'bu'liang 钙化性软骨营养不良
'gai'hua'zai'chun 钙化甾醇
'gai'hua'zhong'xin 钙化中心
'gai'hua'zuo'yong 钙化作用
'gai'ji'shi'qiao'ti 盖嵴式桥体
'gai'jiao'ceng 盖角层
'gai'jie'dan'bai'gai'tiao'dan'bai'jie'kang'ji 钙介蛋白钙调蛋白拮抗剂
'gai'jie'he'bu'wei 钙结合部位
'gai'jie'he'dan'bai 钙结合蛋白
'gai'jie'he'dan'bai'zhi 钙结合蛋白质
'gai'jie'he'wen'ding'dan'bai 钙结合稳定蛋白
'gai'jie'shi 钙结石
'gai'jing'dan'bai'gao'wan 钙精蛋白睾丸
'gai'li'dan'bai 钙粒蛋白
'gai'li'zi'tong'dao 钙离子通道
'gai'lian'jie'dan'bai 钙联结蛋白
'gai'liang'ling'xing'pi'ban 改良菱形皮瓣
'gai'liang'shi'jian'tou'ka'huan 改良式箭头卡环
'gai'liang'wei'de'man'fan'ban'shu 改良威德曼翻瓣术
'gai'lin'dan'bai 钙磷蛋白
'gai'lin'zhi'jie'he'dan'bai 钙磷脂结合蛋白
'gai'liu'ru 钙流入
'gai'lv'dan'wei 概率单位
'gai'lv'qu'yang 概率取样
'gai'lv'zhi'jia'quan'xi'shu 概率值加权系数
'gai'mian'nang'zhuang'ti 盖面囊状体
'gai'qian'dan'bai 钙牵蛋白
'gai'qiu'ti 钙球体
'gai'ru'dan'zhi 钙乳胆汁
'gai'san'chun 钙三醇
'gai'sheng'zhi'wu 钙生植物
'gai'shi'wang'mo'dan'bai 钙视网膜蛋白
'gai'su 钙素
'gai'sui 盖髓
'gai'tiao'dan'bai 钙调蛋白
'gai'tiao'lin'suan'mei 钙调磷酸酶
'gai'tiao'shen'jing'lin'suan'mei 钙调神经磷酸酶
'gai'tiao'su 钙调素
'gai'tong'dao 钙通道
'gai'tu'zhi'wu 钙土植物
'gai'xi'bao 盖细胞
'gai'xi'bao'zhou'bian'dan'bai 钙细胞周边蛋白
'gai'xue 钙血
'gai'ying'dan'bai 钙影蛋白
'gai'zhan'zhe'dan'bai'jie'dao 钙粘着蛋白介导
'gai'zhi'chen'zhuo 钙质沉着
'gai'zhi'hai'mian'gang 钙质海绵纲
'gai'zhi'quan 钙质圈
'gai'zhong'jie'dan'bai'zhi 钙中介蛋白质
'gan'an'dan'suan 甘氨胆酸
'gan'an'dan'suan'yan 甘氨胆酸盐
'gan'an'mi 甘氨脒
'gan'an'suan 甘氨酸
'gan'an'suan'san'jia'nei'yan 甘氨酸三甲内盐
'gan'an'xian 甘氨酰
'gan'an'xian'an 甘氨酰胺
'gan'an'xian'an'he'gan'suan 甘氨酰胺核苷酸
'gan'an'xian'bing'an'suan 甘氨酰丙氨酸
'gan'an'xian'gan'an'suan'er'tai'mei 甘氨酰甘氨酸二肽酶
'gan'an'xian'ji 甘氨酰基
'gan'bang 感棒
'gan'bao'zi 干孢子
'gan'biao'ben 干标本
'gan'bing'du'xi'bao'zhong'si'dan'bai'zhi'wu'zhi 感病毒细胞中似蛋白质物质
'gan'bing'ti 感病体
'gan'cao'gen 甘草根
'gan'cao'ti'qu'wu 甘草提取物
'gan'cao'yuan 干草原
'gan'cao'zheng 干槽症
'gan'chang'lian'he'yi'zhi 肝肠联合移植
'gan'chong'bing 肝虫病
'gan'chu'wei'mo 干刍胃膜
'gan'ci 干雌
'gan'cu'ning'xue'mei'yuan'ji'mei'shi'yan 肝促凝血酶原激酶试验
'gan'da'feng'la 甘达蜂蜡
'gan'dan'yuan 杆单元
'gan'de'tang'bu 苷的糖部
'gan'di'xing 感地性
'gan'dian'fen 肝淀粉
'gan'dian'xing 感电性
'gan'dong'xi 感动系
'gan'dong'xi'tong 感动系统
'gan'dou'zhuang'he'bian'xing 肝豆状核变性
'gan'du'ji 肝毒剂
'gan'du'xing 感毒性
'gan'gan'xiao'ti 感杆小体
'gan'gong'neng'biao'da'tu 肝功能表达图
'gan'guan 肝管
'gan'guan'jie 杆关节
'gan'guang'gan 感光杆
'gan'guang'huang'su 感光黄素
'gan'guang'ji 感光计
'gan'guang'se'su 感光色素
'gan'guang'xi'bao 感光细胞
'gan'guang'yun'dong 感光运动
'gan'guo 柑果
'gan'guo'xing'cheng'zuo 坩埚形成座
'gan'han'shu'lin'zhi'bei'xing 干旱疏林植被型
'gan'he'huang'su 肝核黄素
'gan'he'zhi 肝褐质
'gan'hou'duan 干骺端
'gan'hou'xing 肝后型
'gan'hou'xu'lian'zheng 干骺续连症
'gan'hua'xing 感化性
'gan'huang'mo'qun'luo 干荒漠群落
'gan'huang'zhi'wu 干荒植物
'gan'ji 苷基
'gan'jian'ji'dui 干碱基对
'gan'jiao'pian 干胶片
'gan'jin'chu'zhi'ji 干浸出制剂
'gan'jing'mai 肝静脉
'gan'ju'huan'ting 苷菊环烃
'gan'ju'huang'tong 柑桔黄酮
'gan'ju'qiu'dan'bai 柑桔球蛋白
'gan'jue 感橛
'gan'jue'bian'ma'qi 感觉编码器
'gan'jue'fa'sheng 感觉发生
'gan'jue'gun 感觉棍
'gan'jue'guo'min 感觉过敏
'gan'jue'mao 感觉毛
'gan'jue'qi 感觉器
'gan'jue'qiu 感觉球
'gan'jue'quan 感觉圈
'gan'jue'shen'jing 感觉神经
'gan'jue'shen'jing'yuan 感觉神经元
'gan'jue'xi'bao 感觉细胞
'gan'jue'yi'chang 感觉异常
'gan'jue'zhong 感觉钟
'gan'jue'zhong'qi 感觉终器
'gan'jue'zhong'shu 感觉中枢
'gan'jue'zhui 感觉锥
'gan'jun'mei'su 杆菌霉素
'gan'jun'niao 杆菌尿
'gan'jun'rong'su 杆菌溶素
'gan'jun'su 杆菌素
'gan'jun'tai 杆菌肽
'gan'jun'zhi'mei'su 杆菌制霉素
'gan'kang'yi'dao'su'wu'zhi 肝抗胰岛素物质
'gan'lan'ji'sui'shu 橄榄脊髓束
'gan'lan'mei'su 橄榄霉素
'gan'lan'shu'zhi'su 橄榄树脂素
'gan'lan'ti 橄榄体
'gan'lao'ru'suan'gan'jun 干酪乳酸杆菌
'gan'lao'ru'suan'gan'jun'yin'zi 干酪乳酸杆菌因子
'gan'lao'yang'fei'yan 干酪样肺炎
'gan'lao'yang'huai'si 干酪样坏死
'gan'leng'shi 干冷式
'gan'lin'zhuang 干鳞状
'gan'lu'chun 甘露醇
'gan'lu'er'tang 甘露二糖
'gan'lu'geng'tang 甘露庚糖
'gan'lu'geng'tang'chun 甘露庚糖醇
'gan'lu'geng'tong'tang 甘露庚酮糖
'gan'lu'ju'tang 甘露聚糖
'gan'lu'tang 甘露糖
'gan'lu'tang'an 甘露糖胺
'gan'lu'tang'an'bing'tong'suan 甘露糖胺丙酮酸
'gan'lu'tang'an'chun 甘露糖胺醇
'gan'lu'tang'chun 甘露糖醇
'gan'lu'tang'gan 甘露糖苷
'gan'lu'tang'gan'guo'duo'zheng 甘露糖苷过多症
'gan'lu'tang'gan'jiao'lin'suan'hua'mei 甘露糖苷焦磷酸化酶
'gan'lu'tang'gan'lian'mei'su 甘露糖苷链霉素
'gan'lu'tang'gan'mei 甘露糖苷酶
'gan'lu'tang'gan'zhu'ji'zheng 甘露糖苷贮积症
'gan'lu'tang'ji'shu'li'tang 甘露糖基鼠李糖
'gan'lu'tang'ji'zhuan'yi'mei 甘露糖基转移酶
'gan'lu'tang'lin'suan'duo'tie'chun 甘露糖磷酸多萜醇
'gan'lu'tang'lin'suan'ji'chun 甘露糖磷酸肌醇
'gan'lu'tang'lin'suan'shi'huang'chun 甘露糖磷酸视黄醇
'gan'lu'tang'lin'zhi'xian'ji'chun 甘露糖磷脂酰肌醇
'gan'lu'tang'mei 甘露糖酶
'gan'lu'tang'quan'suan 甘露糖醛酸
'gan'lu'tang'shen'jing'xian'an 甘露糖神经酰胺
'gan'lu'tang'xian'wei'su 甘露糖纤维素
'gan'lu'tang'yi'lin'suan'duo'tie'chun 甘露糖一磷酸多萜醇
'gan'luo'yin 干罗音
'gan'mai'ya 干麦芽
'gan'mang'nang 肝盲囊
'gan'men'chang'wen'he'shu 肝门肠吻合术
'gan'men'jing'mai 肝门静脉
'gan'men'jing'mai'xi 肝门静脉系
'gan'nei'dan'guan'jie'shi 肝内胆管结石
'gan'nei'dan'guan'jie'shi'bing 肝内胆管结石病
'gan'nei'dan'zhi'yu'ji 肝内胆汁淤积
'gan'nei'duan 肝内段
'gan'pi'jiu'jiao'mu 干啤酒酵母
'gan'pian'xi'chong 肝片吸虫
